0,377481,4,0.0895,5,0.74,0.483,0.887,0.211,0,-11.267,0.0371,0.473,121.005,1
3,501853,4,0.00376,6,0.796,0.62,0.767,0.0617,0,-10.538,0.0539,0.525,125.017,1
32,345837,4,4.47e-05,8,0.806,0.443,0.854,0.073,0,-12.524,0.0563,0.0708,123.015,1
15,200294,4,0.116,9,0.85,0.597,0.867,0.285,0,-9.805,0.0441,0.265,126.005,1
10,251960,4,0.109,7,0.863,0.601,0.00764,0.0676,0,-6.978,0.054,0.178,122.961,1
12,472258,4,0.0762,5,0.665,0.753,0.717,0.582,0,-8.73,0.0607,0.071,124.005,1
4,326888,4,0.0197,5,0.88,0.821,0.661,0.234,0,-2.545,0.118,0.575,127.907,1
0,400276,4,0.00151,2,0.86,0.899,0.484,0.0372,1,-7.026,0.0906,0.53,120.023,1
0,389493,4,0.000134,7,0.701,0.914,0.000137,0.169,1,-4.463,0.129,0.374,123.966,1
0,282604,4,0.00033,0,0.741,0.761,0.15,0.884,1,-9.99,0.0532,0.538,128.004,1
32,289880,4,0.0215,5,0.833,0.721,0.000409,0.132,1,-6.944,0.25,0.757,114.01,1
3,491670,4,0.0905,1,0.808,0.481,0.904,0.0977,1,-9.285,0.101,0.408,124.987,1
1,173067,4,0.0453,8,0.689,0.829,0.000154,0.181,1,-6.324,0.0494,0.139,119.041,1
0,266424,4,0.0118,10,0.75,0.883,0.169,0.136,0,-4.119,0.158,0.692,130.006,1
0,289791,4,0.0583,11,0.821,0.619,0.0565,0.141,0,-9.587,0.0824,0.842,134.045,1
1,379867,4,0.0106,11,0.666,0.701,0.469,0.0814,1,-7.421,0.0501,0.512,119.007,1
5,228013,4,0.02,6,0.784,0.428,0.856,0.643,0,-10.902,0.0927,0.276,117.982,1
0,374855,4,0.151,11,0.799,0.462,0.831,0.119,0,-12.907,0.0774,0.628,124.003,1
58,205161,4,0.084,7,0.684,0.789,0.00289,0.217,0,-6.889,0.0377,0.411,123.989,1
6,340268,4,0.00537,10,0.701,0.884,0.0011,0.402,0,-7.338,0.0546,0.831,120.002,1
0,496091,4,0.000974,1,0.83,0.625,0.0424,0.102,1,-9.314,0.0526,0.0989,123.995,1
71,280070,4,0.0234,9,0.786,0.696,0.0019,0.0839,0,-5.796,0.0428,0.306,121.974,1
15,386360,4,0.00686,5,0.728,0.901,0.755,0.149,0,-7.969,0.0479,0.739,119.991,1
0,378987,4,0.028,8,0.857,0.713,0.879,0.1,0,-12.806,0.0517,0.687,114.274,1
0,329071,4,0.00938,6,0.842,0.47,0.782,0.0974,0,-8.545,0.0485,0.453,123.006,1
0,721333,4,0.111,5,0.414,0.396,0.701,0.112,0,-19.246,0.0425,0.0642,128.143,1
34,449492,4,0.000564,10,0.797,0.935,0.194,0.0472,1,-7.216,0.0477,0.8,124.012,1
0,233771,4,0.0234,6,0.655,0.679,0.122,0.0982,0,-6.786,0.0372,0.3,122.015,1
0,446412,4,0.00589,5,0.81,0.928,0.906,0.132,0,-9.242,0.0486,0.725,122.001,1
0,484003,4,0.000117,7,0.801,0.499,0.644,0.121,1,-9.947,0.0611,0.28,125.008,1
10,354067,4,0.0197,9,0.539,0.696,0.858,0.0999,0,-13.936,0.0421,0.61,126.088,1
15,366547,4,0.0375,1,0.551,0.481,0.747,0.108,1,-8.867,0.0913,0.72,120.981,1
0,217000,4,0.158,11,0.69,0.747,0.568,0.116,0,-8.221,0.0364,0.712,124.013,1
35,361067,4,0.509,7,0.765,0.753,0.588,0.221,1,-9.061,0.147,0.493,120.486,1
16,410664,4,0.039,5,0.75,0.755,0.906,0.203,0,-9.044,0.051,0.73,121.994,1
0,313230,4,0.0531,1,0.872,0.899,0.244,0.124,1,-6.021,0.111,0.451,121.015,1
19,372406,4,0.000496,6,0.748,0.953,0.329,0.115,0,-10.017,0.151,0.706,125.006,1
0,309180,4,0.0047,8,0.777,0.688,0.69,0.096,0,-8.692,0.0681,0.181,126.019,1
25,406452,4,0.0583,2,0.744,0.496,0.0977,0.189,1,-10.614,0.0395,0.384,124.008,1
14,198867,4,0.00713,5,0.489,0.828,5.15e-05,0.1,0,-4.116,0.0366,0.188,104.984,1
0,249095,4,0.00257,8,0.918,0.735,0.0417,0.0479,0,-4.485,0.166,0.704,125.005,1
34,238907,4,0.073,2,0.68,0.549,0.00163,0.0884,0,-8.735,0.227,0.291,177.865,1
50,274835,4,0.0154,1,0.807,0.731,0.0775,0.0974,0,-6.871,0.0432,0.555,121.018,1
26,370806,4,0.00107,7,0.883,0.518,0.667,0.0991,1,-8.548,0.126,0.43,119.999,1
0,265154,4,0.0289,1,0.794,0.971,0.876,0.096,1,-8.788,0.051,0.585,125.148,1
2,296733,4,0.00384,6,0.695,0.98,0.76,0.159,0,-5.555,0.0602,0.505,127.002,1
36,178587,4,0.039,1,0.787,0.806,0.000607,0.0782,1,-4.648,0.0696,0.927,109.959,1
13,207293,4,0.00774,7,0.752,0.723,0.000572,0.222,1,-6.914,0.0368,0.603,126.012,1
29,520999,4,0.00132,9,0.806,0.481,0.293,0.105,1,-11.208,0.0578,0.066,120.006,1
8,357025,4,0.00304,10,0.805,0.859,0.864,0.109,0,-11.243,0.0617,0.862,120.993,1
0,470150,4,0.0436,1,0.915,0.798,0.0539,0.0549,1,-3.561,0.109,0.297,119.998,1
0,488187,1,0.0246,1,0.816,0.547,0.916,0.044,1,-14.01,0.0798,0.345,119.007,1
0,369159,4,0.00163,9,0.783,0.569,0.817,0.0878,1,-11.926,0.0925,0.675,125.983,1
56,268303,4,0.0453,6,0.603,0.827,0.619,0.0833,1,-7.372,0.0714,0.311,144.992,1
15,398640,4,0.00484,6,0.852,0.493,0.901,0.689,0,-9.894,0.0682,0.265,118.002,1
49,194493,4,0.00273,6,0.689,0.663,0.000489,0.0903,0,-5.04,0.0335,0.397,121.998,1
1,331093,4,0.0335,8,0.638,0.699,0.00627,0.0908,0,-4.277,0.0567,0.575,114.974,1
0,304663,4,0.00262,7,0.535,0.743,0.296,0.321,1,-8.044,0.0718,0.318,127.801,1
46,191653,4,0.186,8,0.76,0.916,1.17e-06,0.0885,0,-3.017,0.0521,0.693,109.993,1
18,255632,4,0.0159,1,0.503,0.727,9.45e-05,0.0895,1,-5.456,0.167,0.521,121.985,1
50,214347,4,0.0242,1,0.735,0.759,0.185,0.0966,0,-6.914,0.0449,0.77,109.982,1
0,415440,4,0.000546,10,0.817,0.424,0.933,0.092,1,-12.092,0.066,0.51,119.991,1
0,367769,4,0.00625,2,0.764,0.768,0,0.338,1,-5.926,0.3,0.671,116.007,1
23,233544,4,0.0064,0,0.805,0.644,0.0505,0.0905,1,-8.547,0.0453,0.572,122.993,1
0,295883,4,0.0182,1,0.737,0.901,0.766,0.0497,1,-1.524,0.0359,0.391,124.005,1
0,413720,4,0.00238,0,0.722,0.861,0.289,0.319,1,-6.862,0.052,0.636,119.01,1
0,334024,4,0.00146,2,0.807,0.667,0.792,0.1,1,-10.804,0.0688,0.304,120.002,1
0,364027,4,0.000418,4,0.787,0.805,0.326,0.129,0,-8.275,0.0415,0.623,115.0,1
0,250130,4,0.0342,8,0.562,0.792,0.00089,0.181,1,-7.936,0.207,0.389,123.978,1
5,442393,4,0.000701,2,0.829,0.625,0.867,0.0701,1,-11.005,0.147,0.484,120.035,1
0,306191,4,0.000661,0,0.869,0.592,0.907,0.0629,1,-5.729,0.071,0.499,126.014,1
0,431041,4,0.000176,10,0.773,0.51,0.845,0.0931,0,-13.367,0.053,0.0919,122.0,1
4,230500,4,0.6,10,0.791,0.329,0.863,0.193,0,-12.906,0.0592,0.526,127.021,1
17,318000,4,0.00696,0,0.72,0.511,0.0598,0.112,0,-11.229,0.0441,0.386,122.034,1
1,277688,4,0.00963,10,0.665,0.844,0.000215,0.311,0,-6.164,0.0501,0.902,119.978,1
0,405391,4,0.00691,7,0.828,0.688,0.662,0.0615,1,-7.521,0.0435,0.388,118.96,2
0,473008,4,0.00435,4,0.661,0.755,0.541,0.0921,0,-7.472,0.0388,0.309,123.013,2
0,301156,4,0.0447,9,0.802,0.549,0.857,0.104,0,-7.591,0.0653,0.36,118.997,2
0,281120,4,0.0905,1,0.722,0.914,0.626,0.0867,0,-5.621,0.0314,0.568,124.967,2
0,378171,4,0.00527,8,0.873,0.484,0.671,0.0615,0,-8.14,0.111,0.59,125.0,2
2,220640,4,0.00749,0,0.609,0.579,0.903,0.112,0,-10.538,0.031,0.311,125.015,2
0,468995,4,0.0267,6,0.703,0.768,0.662,0.0969,0,-8.203,0.047,0.462,123.024,2
0,418000,4,0.000209,10,0.783,0.899,0.92,0.0573,0,-6.623,0.0628,0.687,120.004,2
1,275780,4,0.414,5,0.859,0.56,0.788,0.166,0,-8.449,0.136,0.659,128.049,2
36,567514,4,0.00709,10,0.766,0.718,0.903,0.069,0,-9.201,0.0567,0.163,129.001,2
9,417123,4,0.00157,9,0.659,0.863,0.905,0.385,0,-7.654,0.0417,0.346,122.006,2
0,188400,4,7.28e-05,4,0.723,0.932,0.871,0.121,0,-8.62,0.0425,0.0579,125.001,2
37,406875,4,0.014,6,0.808,0.806,0.0129,0.158,1,-7.403,0.192,0.645,123.006,2
4,457265,4,0.00193,2,0.795,0.797,0.89,0.111,1,-11.116,0.0445,0.274,124.009,2
0,207682,4,0.0304,4,0.78,0.786,9.2e-05,0.0511,0,-6.911,0.0637,0.197,123.012,2
0,373129,4,0.135,4,0.72,0.492,0.87,0.176,1,-14.49,0.0478,0.114,122.0,2
0,445445,4,0.000145,1,0.595,0.817,0.926,0.087,0,-8.853,0.0402,0.48,129.993,2
15,407040,4,0.000206,1,0.715,0.926,0.892,0.104,1,-6.953,0.044,0.233,124.997,2
0,218312,4,0.0833,11,0.736,0.882,0.000349,0.354,0,-4.285,0.0398,0.517,126.012,2
22,221736,4,0.124,6,0.767,0.683,0.0051,0.0391,1,-9.465,0.042,0.715,117.979,2
0,422208,4,0.0443,4,0.88,0.596,0.764,0.0733,1,-9.754,0.0669,0.878,110.0,2
0,379013,4,0.00203,4,0.821,0.695,0.24,0.0925,0,-9.589,0.0573,0.61,119.991,2
0,450160,4,0.0281,7,0.855,0.57,0.882,0.12,0,-8.834,0.0655,0.756,125.008,2
0,369755,4,0.0116,9,0.809,0.806,0.688,0.108,0,-7.937,0.0467,0.454,125.014,2
0,375798,4,0.0335,0,0.811,0.594,0.855,0.0785,1,-8.696,0.0558,0.294,122.994,2
1,322693,4,0.0801,5,0.753,0.453,0.0158,0.0836,1,-5.873,0.0401,0.558,127.95,2
14,285596,4,0.00364,0,0.653,0.756,0.00651,0.089,1,-7.794,0.0366,0.42,120.82,2
0,492213,4,0.0667,2,0.778,0.724,0.633,0.0964,1,-10.398,0.0402,0.158,122.003,2
0,405120,4,0.0124,5,0.82,0.773,0.448,0.108,0,-5.902,0.0349,0.128,125.052,2
0,344501,4,0.000304,9,0.746,0.658,0.655,0.341,1,-7.429,0.053,0.307,128.012,2
25,377417,4,0.00393,6,0.815,0.376,0.673,0.0445,1,-14.741,0.0923,0.556,124.511,2
0,498267,4,0.032,6,0.574,0.486,0.895,0.0948,1,-17.63,0.0357,0.173,125.057,2
0,394019,4,0.0988,11,0.667,0.911,0.565,0.409,0,-7.457,0.0472,0.458,125.973,2
0,533182,4,0.0164,7,0.67,0.827,0.936,0.113,0,-8.094,0.0456,0.291,121.988,2
0,514737,4,0.00326,1,0.855,0.516,0.151,0.265,1,-7.461,0.0557,0.413,118.01,2
1,452560,4,0.00329,5,0.894,0.792,0.247,0.0564,0,-8.899,0.158,0.695,118.097,2
9,371869,4,0.0315,8,0.788,0.587,0.726,0.0553,0,-10.384,0.0592,0.597,120.054,2
15,403000,4,0.0949,2,0.719,0.637,0.923,0.0586,0,-8.802,0.0384,0.393,120.002,2
0,472256,4,0.000353,10,0.804,0.607,0.735,0.0746,0,-12.38,0.067,0.285,122.995,2
8,525246,4,0.0496,4,0.761,0.978,0.931,0.0302,0,-8.125,0.0506,0.303,121.992,2
0,628040,4,0.295,5,0.816,0.211,0.904,0.266,1,-18.026,0.103,0.423,118.0,2
0,483761,4,0.16,1,0.54,0.671,0.519,0.0746,0,-12.018,0.033,0.0972,122.999,2
0,391680,4,0.288,7,0.77,0.742,0.124,0.254,0,-7.841,0.0528,0.0774,125.029,2
0,381959,4,0.0335,11,0.79,0.411,0.877,0.116,0,-10.005,0.0759,0.0788,118.004,2
0,370333,4,0.00241,9,0.836,0.495,0.844,0.0783,0,-10.834,0.0476,0.508,124.994,2
1,400751,4,0.074,7,0.912,0.781,0.762,0.348,0,-7.018,0.0444,0.89,119.978,2
0,611000,4,0.0028,4,0.795,0.609,0.713,0.0766,1,-11.58,0.0787,0.15,123.996,2
0,591192,4,0.0232,10,0.723,0.821,0.814,0.0646,0,-8.261,0.0453,0.304,124.009,2
14,296000,4,0.00106,4,0.765,0.905,0.0443,0.113,0,-5.867,0.0695,0.756,123.993,2
22,606467,4,0.0106,4,0.839,0.741,0.206,0.252,0,-7.086,0.0872,0.185,120.001,2
0,357634,4,0.0721,4,0.738,0.734,0.748,0.0394,1,-11.109,0.0374,0.389,125.99,2
34,445447,4,0.266,1,0.755,0.469,0.725,0.0706,1,-12.935,0.0633,0.352,120.014,2
26,405228,3,0.0131,1,0.655,0.828,0.886,0.671,1,-12.071,0.0518,0.231,121.587,2
0,437540,4,0.00185,8,0.801,0.731,0.48,0.186,0,-8.839,0.0523,0.771,124.01,2
0,414787,4,0.00377,11,0.763,0.866,0.861,0.326,0,-5.75,0.0939,0.39,120.01,2
0,415120,4,0.0084,2,0.722,0.798,0.902,0.753,1,-9.036,0.0427,0.335,123.019,2
9,363185,4,0.0335,11,0.765,0.549,0.647,0.338,0,-10.572,0.0575,0.44,114.996,2
43,570587,3,0.000263,1,0.786,0.538,0.897,0.0818,0,-12.98,0.0599,0.0932,123.961,2
7,473025,4,0.00124,7,0.809,0.737,0.647,0.0721,1,-10.075,0.0505,0.673,124.001,2
0,357144,4,0.0252,11,0.697,0.585,0.837,0.265,0,-11.779,0.039,0.305,125.0,2
0,407473,4,0.00375,11,0.804,0.948,0.876,0.0417,0,-7.691,0.0514,0.632,123.975,2
0,475481,4,0.0423,6,0.875,0.617,0.0597,0.64,1,-6.842,0.0614,0.573,122.987,2
46,202573,4,0.00864,7,0.779,0.683,0.796,0.137,1,-8.47,0.04,0.516,134.986,2
0,472121,4,0.0357,8,0.824,0.419,0.505,0.0853,1,-9.632,0.0579,0.676,114.996,2
0,437539,4,0.000552,7,0.714,0.826,0.638,0.0639,1,-7.124,0.0455,0.467,124.988,2
0,366073,4,0.00489,2,0.918,0.727,0.118,0.375,1,-7.064,0.0667,0.509,121.988,2
13,448177,4,0.00143,3,0.795,0.683,0.752,0.0337,0,-6.497,0.0839,0.499,120.013,2
0,304120,4,0.0863,10,0.837,0.499,0.0736,0.112,0,-9.524,0.0787,0.471,127.0,2
12,210733,4,0.0317,9,0.892,0.531,0.168,0.121,0,-7.237,0.0718,0.698,122.972,2
0,397302,4,0.000435,4,0.745,0.704,0.889,0.0236,0,-9.503,0.0612,0.835,119.99,2
0,460560,4,0.00112,9,0.813,0.941,0.928,0.0927,0,-6.86,0.0473,0.401,119.936,2
24,339467,4,0.0128,7,0.702,0.813,0.791,0.111,0,-8.681,0.0649,0.205,125.031,2
5,361967,4,0.00954,2,0.801,0.569,0.221,0.0719,1,-9.211,0.0777,0.618,121.991,2
0,509291,4,0.004,9,0.803,0.655,0.896,0.061,0,-9.617,0.0406,0.303,127.016,2
6,244174,4,0.0412,5,0.777,0.71,0.0811,0.0577,0,-5.694,0.0539,0.306,109.029,2
20,428053,4,0.000169,10,0.624,0.626,0.848,0.11,0,-10.911,0.0374,0.19,120.088,2
2,432333,4,0.000191,11,0.808,0.716,0.94,0.125,0,-11.943,0.109,0.133,122.007,2
2,379487,4,0.0268,7,0.804,0.924,0.794,0.113,1,-8.218,0.0364,0.716,117.001,2
0,405125,4,0.271,9,0.808,0.467,6.97e-05,0.112,0,-8.688,0.156,0.0312,128.076,2
15,675120,4,0.00117,2,0.734,0.624,0.745,0.726,1,-8.872,0.031,0.228,119.967,2
0,469930,4,0.00101,0,0.848,0.395,0.859,0.227,0,-9.72,0.0706,0.667,118.999,2
1,418867,4,0.281,8,0.774,0.625,0.874,0.106,0,-11.539,0.0787,0.217,125.006,2
3,221421,4,0.141,6,0.722,0.635,0.000873,0.3,0,-9.6,0.0419,0.53,123.999,2
4,436415,4,0.0137,2,0.817,0.727,0.423,0.14,1,-8.446,0.0431,0.669,116.977,2
0,429507,4,0.0315,2,0.798,0.426,0.88,0.0943,1,-9.826,0.0455,0.487,128.014,2
0,386738,4,0.0276,11,0.809,0.805,0.133,0.035,0,-6.646,0.262,0.626,120.073,2
0,451332,4,0.0346,5,0.809,0.47,0.677,0.099,0,-9.857,0.0455,0.577,120.986,2
14,391640,3,0.000174,11,0.804,0.459,0.78,0.0795,0,-12.737,0.0592,0.397,114.008,2
1,250413,4,0.00326,4,0.68,0.869,0.818,0.261,0,-5.085,0.034,0.403,121.028,2
0,179016,4,0.00514,7,0.747,0.523,0.122,0.184,1,-8.149,0.213,0.7,122.022,2
32,174853,4,0.00176,0,0.681,0.835,0.00183,0.354,0,-5.705,0.049,0.469,124.047,2
28,209987,4,0.157,11,0.719,0.886,0,0.117,0,-6.45,0.054,0.613,119.936,2
0,290000,4,0.0785,6,0.735,0.673,0.741,0.0563,1,-7.662,0.0607,0.764,120.008,2
17,548791,4,0.00847,9,0.799,0.681,0.752,0.111,0,-11.156,0.0593,0.229,125.003,2
26,249667,4,0.0469,1,0.85,0.677,0.00638,0.104,1,-5.985,0.0348,0.533,121.995,2
0,524876,4,0.000971,10,0.809,0.803,0.781,0.0564,0,-9.824,0.0464,0.381,121.005,2
0,421625,4,0.00167,5,0.72,0.797,0.466,0.424,0,-8.354,0.0728,0.423,119.981,2
0,509091,4,0.00269,11,0.775,0.558,0.00357,0.111,0,-9.235,0.0724,0.589,121.996,2
0,261760,4,0.00955,7,0.893,0.371,0.185,0.093,1,-11.777,0.0912,0.658,123.034,2
26,216881,4,0.182,1,0.752,0.529,0.361,0.168,1,-9.252,0.0303,0.111,119.983,2
1,410578,4,0.493,0,0.61,0.426,0.854,0.108,1,-11.538,0.147,0.33,126.975,2
0,354955,4,0.0516,10,0.82,0.626,2.79e-06,0.0577,0,-6.833,0.145,0.642,120.002,2
0,168510,4,0.0103,0,0.72,0.761,0.822,0.225,1,-9.652,0.0418,0.388,122.987,2
41,158680,4,0.166,11,0.717,0.465,0.0171,0.147,1,-12.776,0.0377,0.416,120.989,2
0,443697,4,0.00124,10,0.839,0.534,0.538,0.0909,0,-9.707,0.0506,0.564,118.99,2
39,382000,4,0.00292,4,0.82,0.498,0.122,0.0546,0,-8.968,0.0481,0.431,117.048,2
0,390786,4,0.00143,9,0.785,0.906,0.92,0.0568,0,-8.584,0.0595,0.816,123.072,2
0,330731,4,0.0909,0,0.805,0.699,0.252,0.362,0,-5.137,0.105,0.341,124.004,2
29,484600,3,0.000351,0,0.9,0.49,0.513,0.0833,1,-10.076,0.0715,0.447,124.996,2
31,223147,4,0.761,0,0.821,0.564,0.311,0.104,0,-7.543,0.113,0.847,113.995,2
0,415267,4,0.00369,9,0.917,0.575,0.698,0.0904,1,-9.255,0.134,0.345,125.996,2
5,458213,4,0.00455,5,0.781,0.827,0.926,0.0978,0,-7.033,0.0475,0.512,128.001,2
0,464640,4,0.00231,11,0.771,0.53,0.64,0.104,0,-9.373,0.0544,0.307,125.007,2
0,412263,4,0.000132,1,0.887,0.742,0.00657,0.115,1,-11.134,0.0763,0.665,120.028,2
2,300267,4,0.318,11,0.8,0.76,0.875,0.168,0,-10.078,0.0655,0.615,128.017,2
0,410765,4,0.000223,9,0.641,0.614,0.257,0.127,1,-9.778,0.0422,0.164,122.01,2
14,373179,4,0.0395,6,0.79,0.876,0.88,0.0807,0,-8.311,0.0522,0.982,125.914,2
2,353814,4,0.0755,5,0.723,0.387,0.861,0.0818,0,-12.039,0.279,0.133,111.98,2
0,189194,4,0.212,8,0.805,0.505,0.707,0.186,0,-6.988,0.101,0.709,123.99,2
0,354524,4,0.0172,9,0.898,0.528,0.908,0.0824,0,-9.75,0.0709,0.267,126.007,2
1,356293,4,0.0195,1,0.803,0.743,0.919,0.108,0,-7.57,0.0476,0.655,126.025,2
0,306947,4,0.00205,9,0.825,0.577,0.879,0.0708,1,-10.322,0.0483,0.309,126.021,2
28,319831,4,0.0114,11,0.847,0.612,0.00339,0.108,0,-6.164,0.0819,0.573,117.983,2
0,392000,4,0.00749,4,0.578,0.657,0.856,0.207,0,-10.402,0.0636,0.0347,128.024,2
0,433307,4,0.0026,1,0.786,0.687,0.912,0.211,0,-10.235,0.0684,0.214,128.893,2
0,349412,4,0.0423,5,0.675,0.959,0.918,0.0896,0,-5.878,0.0361,0.792,118.997,2
0,387097,4,0.00102,1,0.819,0.692,0.834,0.0876,1,-8.005,0.0396,0.284,124.013,2
0,541361,4,0.00485,0,0.753,0.598,0.915,0.266,1,-8.859,0.0605,0.22,120.997,2
0,440557,4,0.053,9,0.898,0.392,0.00883,0.0955,1,-9.968,0.0583,0.255,123.993,2
0,487970,4,0.0166,1,0.949,0.552,0.479,0.0852,1,-7.038,0.0631,0.623,122.0,2
0,162772,4,0.0794,9,0.747,0.878,0.000531,0.37,0,-5.209,0.0357,0.897,122.03,2
0,372035,4,0.0105,2,0.618,0.771,0.457,0.0915,1,-7.548,0.0384,0.309,120.01,2
8,339880,4,0.0248,8,0.758,0.373,0.825,0.312,0,-14.582,0.112,0.406,113.998,2
44,499786,4,0.0642,0,0.838,0.592,0.112,0.102,0,-13.719,0.0576,0.638,120.003,2
0,480000,4,0.0178,11,0.969,0.488,0.0168,0.105,0,-9.488,0.209,0.171,126.024,2
0,390055,4,0.00605,0,0.757,0.803,0.729,0.352,0,-8.597,0.0627,0.484,120.781,2
0,435484,4,0.00439,11,0.858,0.495,0.0114,0.0864,0,-10.208,0.0596,0.279,124.005,2
0,619973,4,0.0165,2,0.665,0.987,0.424,0.237,0,-5.753,0.0507,0.817,125.024,2
27,399189,4,0.146,9,0.811,0.481,0.918,0.102,0,-11.027,0.162,0.533,125.609,2
59,201000,4,0.0308,0,0.835,0.481,0.000501,0.0896,0,-7.188,0.387,0.34,139.581,2
0,359440,4,0.0343,4,0.83,0.587,0.829,0.106,0,-9.486,0.044,0.659,118.009,2
31,458182,4,0.00925,9,0.803,0.549,0.878,0.0457,0,-11.603,0.0721,0.465,109.986,2
54,399310,4,0.00632,9,0.82,0.568,0.718,0.0722,0,-9.495,0.049,0.724,115.988,2
46,226750,4,0.0251,0,0.792,0.769,0.634,0.29,1,-7.17,0.0536,0.545,120.018,2
0,268511,3,0.147,7,0.707,0.834,0.0492,0.124,1,-6.391,0.0299,0.167,115.003,2
0,727733,4,0.00337,1,0.829,0.728,0.842,0.139,0,-9.301,0.0719,0.276,132.862,2
0,308761,4,0.0947,0,0.789,0.764,0.256,0.0831,1,-6.735,0.102,0.563,110.003,2
12,413933,4,0.23,1,0.736,0.715,0.87,0.0875,1,-11.267,0.0601,0.509,125.568,2
0,434120,4,0.0399,10,0.72,0.566,0.9,0.329,1,-9.676,0.0531,0.611,116.994,2
10,361875,4,0.00819,10,0.808,0.825,0.47,0.0653,0,-10.113,0.0673,0.344,119.004,2
1,486036,4,0.257,9,0.646,0.523,0.92,0.0902,0,-12.051,0.042,0.193,121.004,2
